Residence_Addresses_City,elec_date,elec_year,elec_type,total_voters_asian,total_voters_black,total_voters_hispanic,total_voters_others,total_voters_white,voted_voters_asian,voted_voters_black,voted_voters_hispanic,voted_voters_others,voted_voters_white,perc_turnout_asian,perc_turnout_black,perc_turnout_hispanic,perc_turnout_others,perc_turnout_white,FECDonors_TotalDonationsAmount,FECDonors_NumberOfDonations,mean_donation,total_voters_$1000-14999,total_voters_$100000-124999,total_voters_$125000-149999,total_voters_$15000-24999,total_voters_$150000-174999,total_voters_$175000-199999,total_voters_$200000-249999,total_voters_$25000-34999,total_voters_$250000+,total_voters_$35000-49999,total_voters_$50000-74999,total_voters_$75000-99999,voted_voters_$1000-14999,voted_voters_$100000-124999,voted_voters_$125000-149999,voted_voters_$15000-24999,voted_voters_$150000-174999,voted_voters_$175000-199999,voted_voters_$200000-249999,voted_voters_$25000-34999,voted_voters_$250000+,voted_voters_$35000-49999,voted_voters_$50000-74999,voted_voters_$75000-99999,perc_turnout_income_$1000-14999,perc_turnout_income_$100000-124999,perc_turnout_income_$125000-149999,perc_turnout_income_$15000-24999,perc_turnout_income_$150000-174999,perc_turnout_income_$175000-199999,perc_turnout_income_$200000-249999,perc_turnout_income_$25000-34999,perc_turnout_income_$250000+,perc_turnout_income_$35000-49999,perc_turnout_income_$50000-74999,perc_turnout_income_$75000-99999,CommercialData_EstimatedHHIncomeAmount,total_voters_college,total_voters_no_college,voted_voters_college,voted_voters_no_college,perc_turnout_college,perc_turnout_no_college,mean_age,voter_population,voted_voters,state
Eureka,2015_11_03,2015,Consolidated_General,831,123,2466,453,22716,27,5,104,15,1373,3.249097473,4.06504065,4.217356042,3.311258278,6.044197922,179819,2908,61.83596974,699,1693,1595,793,602,556,443,1412,654,2781,9643,5078,49,104,72,74,21,22,24,97,31,216,538,237,7.010014306,6.142941524,4.514106583,9.331651955,3.488372093,3.956834532,5.417607223,6.869688385,4.740061162,7.766990291,5.579176605,4.667191808,81007.45431,10855,4848,767,373,7.065868263,7.693894389,58.62528368,21225,1524,CA
Eureka,2013_11_05,2013,Consolidated_General,831,123,2466,453,22716,74,9,216,51,3742,8.904933815,7.317073171,8.759124088,11.25827815,16.47297059,530432,9965,53.22950326,699,1693,1595,793,602,556,443,1412,654,2781,9643,5078,100,308,194,161,104,106,79,243,126,529,1247,828,14.30615165,18.19255759,12.1630094,20.30264817,17.27574751,19.0647482,17.83295711,17.20963173,19.26605505,19.02193456,12.93166027,16.30563214,81007.45431,10855,4848,2173,1089,20.01842469,22.46287129,59.91942436,21225,4092,CA
Eureka,2011_11_08,2011,Consolidated_General,831,123,2466,453,22716,49,8,177,37,2976,5.896510229,6.504065041,7.177615572,8.167770419,13.10089805,502303,8540,58.8176815,699,1693,1595,793,602,556,443,1412,654,2781,9643,5078,58,232,161,136,85,84,53,188,107,442,970,681,8.297567954,13.70348494,10.09404389,17.15006305,14.11960133,15.10791367,11.96388262,13.31444759,16.36085627,15.89356347,10.05911024,13.41079165,81007.45431,10855,4848,1731,864,15.9465684,17.82178218,58.6026504,21225,3247,CA
Alhambra,2020_11_03,2020,General,17451,191,16596,969,7359,12135,139,12815,731,5918,69.53756232,72.77486911,77.21740178,75.43859649,80.41853513,1451818,15374,94.433329,935,4523,3644,968,1289,1291,1177,996,1585,2786,14473,8070,714,3512,2783,723,1030,1028,995,762,1301,2050,10226,6044,76.36363636,77.64757904,76.37211855,74.69008264,79.90690458,79.6281952,84.53695837,76.5060241,82.08201893,73.5821967,70.65570372,74.89467162,94583.45868,13958,7112,11513,5708,82.48316378,80.25871766,48.96719949,68914,31738,CA
Alhambra,2018_11_06,2018,General,17451,191,16596,969,7359,6290,93,8587,459,4330,36.04377973,48.69109948,51.74138347,47.36842105,58.83951624,1317008,14407,91.41445131,935,4523,3644,968,1289,1291,1177,996,1585,2786,14473,8070,484,2235,1763,494,667,674,656,527,893,1284,5985,3792,51.76470588,49.41410568,48.38090011,51.03305785,51.74553918,52.20759101,55.73491929,52.91164659,56.34069401,46.08758076,41.35286395,46.98884758,94583.45868,13958,7112,7817,3991,56.00372546,56.11642295,49.95184644,68914,19759,CA
Alhambra,2016_11_08,2016,General,17451,191,16596,969,7359,7041,90,9717,517,4574,40.34725804,47.12041885,58.55025307,53.35397317,62.15518413,1220530,14029,87.00049897,935,4523,3644,968,1289,1291,1177,996,1585,2786,14473,8070,539,2468,1960,562,739,728,714,592,929,1446,6702,4207,57.64705882,54.56555384,53.7870472,58.05785124,57.33126455,56.39039504,60.66270178,59.437751,58.61198738,51.90236899,46.30691633,52.13135068,94583.45868,13958,7112,8595,4471,61.57758991,62.8655793,48.24098963,68914,21939,CA
Alhambra,2014_11_04,2014,General,17451,191,16596,969,7359,2962,34,3376,195,2294,16.97323936,17.80104712,20.34225114,20.12383901,31.17271368,1033912,10341,99.98181994,935,4523,3644,968,1289,1291,1177,996,1585,2786,14473,8070,253,1078,786,261,284,290,303,280,447,592,2431,1702,27.05882353,23.83373867,21.56970362,26.96280992,22.0325834,22.46320682,25.74341546,28.1124498,28.20189274,21.24910266,16.79679403,21.09045849,94583.45868,13958,7112,4026,1908,28.84367388,26.82789651,54.84677907,68914,8861,CA
Lakewood,2020_11_03,2020,General,4243,2142,17718,1884,24007,3115,1732,13595,1503,19803,73.41503653,80.85901027,76.72987922,79.77707006,82.48844087,1169133,23256,50.27231682,552,12060,5557,741,2745,3374,1382,706,1922,1732,6284,12626,437,9474,4572,607,2288,2806,1167,583,1619,1425,4820,9736,79.16666667,78.55721393,82.2746086,81.91632928,83.35154827,83.16538234,84.44283647,82.57790368,84.2351717,82.27482679,76.70273711,77.1107239,115881.0473,20929,9088,18172,7771,86.82689092,85.50836268,48.62417079,60968,39748,CA
Lakewood,2018_11_06,2018,General,4243,2142,17718,1884,24007,1650,1218,8424,823,14511,38.88757954,56.8627451,47.54486962,43.6836518,60.44487025,1140764,22755,50.13245441,552,12060,5557,741,2745,3374,1382,706,1922,1732,6284,12626,335,6324,3012,436,1492,1872,806,434,1075,1039,3239,6435,60.6884058,52.43781095,54.2019075,58.83940621,54.35336976,55.48310611,58.32127352,61.47308782,55.93132154,59.98845266,51.5436028,50.9662601,115881.0473,20929,9088,13099,5617,62.58779684,61.80677817,49.90262994,60968,26626,CA
Lakewood,2016_11_08,2016,General,4243,2142,17718,1884,24007,1894,1310,9749,982,15673,44.63822767,61.15779645,55.02314031,52.12314225,65.28512517,1083744,21498,50.41138711,552,12060,5557,741,2745,3374,1382,706,1922,1732,6284,12626,346,6967,3399,508,1695,2092,899,472,1190,1161,3560,7180,62.68115942,57.7694859,61.16609681,68.5560054,61.74863388,62.00355661,65.05065123,66.85552408,61.91467222,67.03233256,56.65181413,56.86678283,115881.0473,20929,9088,14405,6360,68.82794209,69.98239437,48.00567762,60968,29608,CA
Lakewood,2014_11_04,2014,General,4243,2142,17718,1884,24007,669,539,3067,320,7816,15.76714589,25.16339869,17.31008014,16.985138,32.55717083,875954,16028,54.6514849,552,12060,5557,741,2745,3374,1382,706,1922,1732,6284,12626,200,2883,1238,303,616,797,364,261,513,647,1640,2902,36.23188406,23.90547264,22.27820767,40.89068826,22.44080146,23.62181387,26.33863965,36.96883853,26.69094693,37.3556582,26.09802673,22.98431807,115881.0473,20929,9088,6613,2991,31.59730517,32.91153169,53.57166447,60968,12411,CA
Huntington Park,2020_11_03,2020,General,183,24,26185,159,1553,112,14,16981,96,970,61.20218579,58.33333333,64.85010502,60.37735849,62.45975531,107060,1177,90.96006797,715,1070,680,856,215,224,175,2648,212,9193,8099,3194,492,740,500,565,140,166,114,1718,142,5539,5378,2229,68.81118881,69.1588785,73.52941176,66.0046729,65.11627907,74.10714286,65.14285714,64.87915408,66.98113208,60.25236593,66.40325966,69.78710081,59230.69825,4617,7305,3461,5396,74.9620966,73.86721424,44.72249383,40116,18173,CA
Huntington Park,2018_11_06,2018,General,183,24,26185,159,1553,68,6,10101,55,574,37.15846995,25,38.57552034,34.59119497,36.96072118,95413,1274,74.89246468,715,1070,680,856,215,224,175,2648,212,9193,8099,3194,291,404,281,344,84,106,89,1010,97,3269,3186,1432,40.6993007,37.75700935,41.32352941,40.18691589,39.06976744,47.32142857,50.85714286,38.14199396,45.75471698,35.55966496,39.3381899,44.83406387,59230.69825,4617,7305,2246,3504,48.64630713,47.96714579,46.57003282,40116,10804,CA
Huntington Park,2016_11_08,2016,General,183,24,26185,159,1553,82,10,12511,56,689,44.80874317,41.66666667,47.77926294,35.22012579,44.36574372,112007,1948,57.49845996,715,1070,680,856,215,224,175,2648,212,9193,8099,3194,339,536,347,426,95,129,97,1257,119,4053,3961,1717,47.41258741,50.09345794,51.02941176,49.76635514,44.18604651,57.58928571,55.42857143,47.46978852,56.13207547,44.08789296,48.9072725,53.75704446,59230.69825,4617,7305,2640,4407,57.179987,60.32854209,44.58076595,40116,13348,CA
Huntington Park,2014_11_04,2014,General,183,24,26185,159,1553,26,4,3593,12,266,14.20765027,16.66666667,13.72159633,7.547169811,17.12813909,80054,516,155.1434109,715,1070,680,856,215,224,175,2648,212,9193,8099,3194,103,160,96,145,26,42,34,365,30,1167,1166,494,14.40559441,14.95327103,14.11764706,16.93925234,12.09302326,18.75,19.42857143,13.78398792,14.1509434,12.69444142,14.39683912,15.46649969,59230.69825,4617,7305,854,1471,18.49685943,20.13689254,52.73394419,40116,3901,CA
Montebello,2020_11_03,2020,General,3388,41,23123,1637,2970,2627,27,16801,1160,2254,77.53837072,65.85365854,72.65925702,70.8613317,75.89225589,476812,7681,62.07681291,744,3176,2470,748,851,960,658,1331,844,5392,7201,6280,555,2529,1941,572,664,752,566,944,698,3633,5082,4620,74.59677419,79.62846348,78.58299595,76.47058824,78.02585194,78.33333333,86.01823708,70.92411721,82.7014218,67.37759644,70.57353145,73.56687898,87106.48814,8812,6789,7287,5405,82.69405356,79.6140816,48.96114811,47583,22869,CA
Montebello,2018_11_06,2018,General,3388,41,23123,1637,2970,1567,13,10911,775,1566,46.2514758,31.70731707,47.18678372,47.34270006,52.72727273,437288,7076,61.79875636,744,3176,2470,748,851,960,658,1331,844,5392,7201,6280,355,1652,1288,375,449,500,394,611,437,2334,3278,2975,47.71505376,52.01511335,52.14574899,50.13368984,52.76145711,52.08333333,59.87841945,45.90533434,51.77725118,43.28635015,45.52145535,47.37261146,87106.48814,8812,6789,5251,3894,59.58919655,57.35749006,50.56535813,47583,14832,CA
Montebello,2016_11_08,2016,General,3388,41,23123,1637,2970,1730,18,12772,771,1693,51.06257379,43.90243902,55.23504736,47.09835064,57.003367,472932,7359,64.26579698,744,3176,2470,748,851,960,658,1331,844,5392,7201,6280,424,1871,1439,447,485,563,414,714,529,2682,3784,3405,56.98924731,58.91057935,58.25910931,59.75935829,56.99177438,58.64583333,62.91793313,53.64387678,62.67772512,49.74035608,52.54825719,54.21974522,87106.48814,8812,6789,5754,4533,65.29732183,66.76977464,48.75192214,47583,16984,CA
Montebello,2014_11_04,2014,General,3388,41,23123,1637,2970,796,4,4080,289,755,23.49468713,9.756097561,17.64476928,17.65424557,25.42087542,356056,5524,64.45619117,744,3176,2470,748,851,960,658,1331,844,5392,7201,6280,192,703,488,177,178,199,154,284,176,897,1205,1202,25.80645161,22.13476071,19.75708502,23.6631016,20.91656874,20.72916667,23.40425532,21.33734035,20.85308057,16.63575668,16.73378697,19.14012739,87106.48814,8812,6789,2338,1735,26.53200182,25.55604655,56.22475723,47583,5924,CA
Montebello,2019_03_05,2019,Local_or_Municipal,3388,41,23123,1637,2970,431,1,2187,262,432,12.72136954,2.43902439,9.458115296,16.00488699,14.54545455,205892,2647,77.78315074,744,3176,2470,748,851,960,658,1331,844,5392,7201,6280,101,413,281,90,112,127,102,139,132,471,611,705,13.57526882,13.00377834,11.37651822,12.03208556,13.16098707,13.22916667,15.50151976,10.44327573,15.63981043,8.735163205,8.484932648,11.22611465,87106.48814,8812,6789,1413,930,16.03495234,13.69863014,60.60359062,47583,3313,CA
Montebello,2017_11_07,2017,Consolidated_General,3388,41,23123,1637,2970,556,1,2219,293,452,16.41086187,2.43902439,9.596505644,17.89859499,15.21885522,231192,3681,62.80684597,744,3176,2470,748,851,960,658,1331,844,5392,7201,6280,97,462,329,98,112,131,95,172,126,486,679,711,13.03763441,14.5465995,13.31983806,13.10160428,13.16098707,13.64583333,14.43768997,12.92261458,14.92890995,9.013353116,9.429245938,11.32165605,87106.48814,8812,6789,1521,1035,17.26055379,15.24524967,60.36226321,47583,3521,CA
Montebello,2017_03_07,2017,Local_or_Municipal,3388,41,23123,1637,2970,389,1,1716,113,344,11.48170012,2.43902439,7.421182373,6.902871106,11.58249158,206169,2582,79.848567,744,3176,2470,748,851,960,658,1331,844,5392,7201,6280,81,327,192,84,75,96,62,124,83,398,494,519,10.88709677,10.29596977,7.773279352,11.22994652,8.813160987,10,9.422492401,9.316303531,9.834123223,7.381305638,6.860158311,8.26433121,87106.48814,8812,6789,1007,757,11.42759873,11.15039034,58.87207197,47583,2563,CA
Montebello,2015_11_03,2015,Consolidated_General,3388,41,23123,1637,2970,467,0,2498,481,440,13.78394333,0,10.80309648,29.38301772,14.81481481,278175,3700,75.18243243,744,3176,2470,748,851,960,658,1331,844,5392,7201,6280,112,458,327,111,113,156,98,186,128,556,781,826,15.05376344,14.42065491,13.2388664,14.83957219,13.27849589,16.25,14.89361702,13.9744553,15.16587678,10.3115727,10.84571587,13.15286624,87106.48814,8812,6789,1628,1201,18.47480708,17.6903815,59.23501749,47583,3886,CA
Burbank,2020_11_03,2020,General,4107,465,15564,11056,32766,3304,377,12280,7460,27924,80.44801558,81.07526882,78.9000257,67.47467438,85.22248672,4609698,53107,86.80019583,1105,9596,7214,1215,4134,3932,3474,1261,4916,3180,7982,14677,891,7650,5948,947,3394,3235,3011,1044,4154,2508,6250,11449,80.63348416,79.72071697,82.45079013,77.94238683,82.09966134,82.27365209,86.67242372,82.79143537,84.49959317,78.86792453,78.30117765,78.00640458,122254.4245,26667,8311,23129,7048,86.73266584,84.80327277,48.6820921,82399,51345,CA
Burbank,2018_11_06,2018,General,4107,465,15564,11056,32766,2022,248,7957,3350,21105,49.2330168,53.33333333,51.12438962,30.30028944,64.41127999,4349233,51005,85.27071856,1105,9596,7214,1215,4134,3932,3474,1261,4916,3180,7982,14677,601,5084,4158,630,2412,2226,2179,740,2905,1655,4116,7455,54.38914027,52.9804085,57.63792625,51.85185185,58.34542816,56.61241099,62.72308578,58.68358446,59.09275834,52.04402516,51.56602355,50.79375894,122254.4245,26667,8311,17045,5009,63.91795103,60.26952232,49.13065424,82399,34682,CA
Burbank,2016_11_08,2016,General,4107,465,15564,11056,32766,2160,231,8975,4591,21542,52.59313367,49.67741935,57.66512465,41.52496382,65.74497955,4321763,48519,89.07362064,1105,9596,7214,1215,4134,3932,3474,1261,4916,3180,7982,14677,670,5531,4420,725,2560,2367,2272,781,3100,1854,4490,8136,60.63348416,57.63859942,61.26975326,59.67078189,61.92549589,60.19837233,65.40011514,61.93497224,63.05939788,58.30188679,56.25156602,55.43367173,122254.4245,26667,8311,18378,5545,68.91663854,66.7188064,48.12752084,82399,37499,CA
Burbank,2014_11_04,2014,General,4107,465,15564,11056,32766,778,87,2801,1124,10179,18.94326759,18.70967742,17.99665896,10.16642547,31.06573888,3355999,39123,85.78071723,1105,9596,7214,1215,4134,3932,3474,1261,4916,3180,7982,14677,302,2062,1825,327,1055,1001,925,383,1305,800,1758,3022,27.33031674,21.48812005,25.29803161,26.91358025,25.52007741,25.4577823,26.6263673,30.37272006,26.54597234,25.1572327,22.02455525,20.59003884,122254.4245,26667,8311,8290,2448,31.08711141,29.45493924,53.22207398,82399,14969,CA
Burbank,2017_04_11,2017,Local_or_Municipal,4107,465,15564,11056,32766,375,18,1171,822,5377,9.130752374,3.870967742,7.523772809,7.43487699,16.41030336,1192305,19665,60.63081617,1105,9596,7214,1215,4134,3932,3474,1261,4916,3180,7982,14677,147,1035,956,190,550,574,493,216,724,415,819,1563,13.30316742,10.78574406,13.25200998,15.63786008,13.30430576,14.59816887,14.19113414,17.12926249,14.72742067,13.05031447,10.26058632,10.64931526,122254.4245,26667,8311,4551,1228,17.06603667,14.7755986,58.26606689,82399,7763,CA
Burbank,2017_03_07,2017,Local_or_Municipal,4107,465,15564,11056,32766,439,39,1190,585,5147,10.68906745,8.387096774,7.645849396,5.291244573,15.70835622,2557115,28010,91.2929311,1105,9596,7214,1215,4134,3932,3474,1261,4916,3180,7982,14677,134,1099,817,178,507,479,468,181,629,382,837,1582,12.12669683,11.45268862,11.325201,14.65020576,12.26415094,12.18209563,13.47150259,14.35368755,12.79495525,12.01257862,10.48609371,10.7787695,122254.4245,26667,8311,3929,1032,14.73356583,12.41727831,53.47286996,82399,7400,CA
Burbank,2017_02_28,2017,Local_or_Municipal,4107,465,15564,11056,32766,391,17,1109,702,5027,9.520331142,3.655913978,7.12541763,6.349493488,15.34212293,1157694,18697,61.91870354,1105,9596,7214,1215,4134,3932,3474,1261,4916,3180,7982,14677,128,936,895,188,521,548,465,206,689,391,814,1396,11.58371041,9.754064193,12.40643194,15.47325103,12.602806,13.93692777,13.3851468,16.33624108,14.01545972,12.29559748,10.19794538,9.511480548,122254.4245,26667,8311,4269,1119,16.00854989,13.46408374,57.55011372,82399,7246,CA
Burbank,2015_04_14,2015,Local_or_Municipal,4107,465,15564,11056,32766,389,16,1172,1143,4914,9.471633796,3.440860215,7.530197893,10.33827786,14.99725325,994598,16862,58.98458071,1105,9596,7214,1215,4134,3932,3474,1261,4916,3180,7982,14677,160,955,908,213,538,525,483,244,751,430,840,1515,14.47963801,9.95206336,12.58663709,17.5308642,13.01403,13.35198372,13.90328152,19.34972244,15.27664768,13.52201258,10.52367828,10.32227294,122254.4245,26667,8311,4590,1220,17.21228485,14.67934063,58.08389098,82399,7634,CA
Lynwood,2020_11_03,2020,General,226,1756,22801,187,2981,137,1223,14787,114,1890,60.61946903,69.64692483,64.85241875,60.96256684,63.40154311,59397,1225,48.48734694,567,1219,1180,641,282,308,210,1739,206,5213,11946,3995,399,844,841,434,197,213,166,1071,150,3230,7520,2833,70.37037037,69.23707957,71.27118644,67.70670827,69.85815603,69.15584416,79.04761905,61.58711903,72.81553398,61.96048341,62.9499414,70.91364205,68464.58409,5166,7173,3899,5368,75.47425474,74.83619127,43.89127634,47849,18151,CA
Lynwood,2018_11_06,2018,General,226,1756,22801,187,2981,68,891,8822,58,1268,30.08849558,50.74031891,38.69128547,31.01604278,42.53606172,50042,1211,41.32287366,567,1219,1180,641,282,308,210,1739,206,5213,11946,3995,231,515,543,264,144,145,112,658,97,1928,4545,1797,40.74074074,42.24774405,46.01694915,41.18564743,51.06382979,47.07792208,53.33333333,37.83783784,47.08737864,36.98446192,38.04620794,44.98122653,68464.58409,5166,7173,2642,3701,51.14208285,51.59626377,45.54712084,47849,11107,CA
Lynwood,2016_11_08,2016,General,226,1756,22801,187,2981,89,1010,10979,56,1474,39.38053097,57.51708428,48.15139687,29.94652406,49.44649446,59756,1201,49.755204,567,1219,1180,641,282,308,210,1739,206,5213,11946,3995,281,610,674,329,172,180,131,830,111,2364,5584,2163,49.55908289,50.04101723,57.11864407,51.32605304,60.9929078,58.44155844,62.38095238,47.72857964,53.88349515,45.34816804,46.74367989,54.14267835,68464.58409,5166,7173,3091,4530,59.83352691,63.15349226,43.61553681,47849,13608,CA
Lynwood,2014_11_04,2014,General,226,1756,22801,187,2981,19,499,2831,11,634,8.407079646,28.41685649,12.4161221,5.882352941,21.26803086,38018,878,43.30068337,567,1219,1180,641,282,308,210,1739,206,5213,11946,3995,81,200,189,110,59,52,40,273,36,683,1553,662,14.28571429,16.40689089,16.01694915,17.16068643,20.92198582,16.88311688,19.04761905,15.6986774,17.47572816,13.10186073,13.00016742,16.57071339,68464.58409,5166,7173,1085,1607,21.00271003,22.40345741,50.55139744,47849,3994,CA
Lynwood,2019_11_05,2019,Consolidated_General,226,1756,22801,187,2981,18,176,1104,9,267,7.96460177,10.02277904,4.841892899,4.812834225,8.956725931,12396,289,42.89273356,567,1219,1180,641,282,308,210,1739,206,5213,11946,3995,38,100,92,49,29,22,20,97,15,239,609,239,6.701940035,8.203445447,7.796610169,7.644305772,10.28368794,7.142857143,9.523809524,5.577918344,7.281553398,4.584692116,5.097940733,5.982478098,68464.58409,5166,7173,435,595,8.420441347,8.294995121,55.65179542,47849,1574,CA
Lynwood,2015_11_03,2015,Consolidated_General,226,1756,22801,187,2981,14,213,1484,10,320,6.194690265,12.12984055,6.50848647,5.347593583,10.7346528,15850,343,46.20991254,567,1219,1180,641,282,308,210,1739,206,5213,11946,3995,51,85,106,56,36,17,27,132,12,353,805,336,8.994708995,6.97292863,8.983050847,8.736349454,12.76595745,5.519480519,12.85714286,7.590569293,5.825242718,6.771532707,6.738657291,8.410513141,68464.58409,5166,7173,597,853,11.55632985,11.89181653,53.84820258,47849,2041,CA
Lynwood,2013_11_05,2013,Consolidated_General,226,1756,22801,187,2981,24,214,1746,9,325,10.61946903,12.18678815,7.657558879,4.812834225,10.90238175,14891,331,44.98791541,567,1219,1180,641,282,308,210,1739,206,5213,11946,3995,51,103,117,77,47,28,26,159,17,398,881,383,8.994708995,8.449548811,9.915254237,12.0124805,16.66666667,9.090909091,12.38095238,9.143185739,8.252427184,7.634759256,7.374853507,9.58698373,68464.58409,5166,7173,673,975,13.02748742,13.59263906,51.63771988,47849,2318,CA
Lynwood,2011_11_08,2011,Consolidated_General,226,1756,22801,187,2981,16,208,1565,5,303,7.079646018,11.84510251,6.863734047,2.673796791,10.16437437,17679,366,48.30327869,567,1219,1180,641,282,308,210,1739,206,5213,11946,3995,51,96,121,60,33,28,18,131,19,360,811,356,8.994708995,7.875307629,10.25423729,9.360374415,11.70212766,9.090909091,8.571428571,7.53306498,9.223300971,6.905812392,6.788883308,8.911138924,68464.58409,5166,7173,618,908,11.96283391,12.65858079,50.72388119,47849,2097,CA
Bellflower,2020_11_03,2020,General,2153,3614,19899,1301,10792,1465,2705,13642,903,8012,68.04458895,74.84781406,68.55620885,69.40814758,74.24017791,314667,6141,51.24035173,857,3339,2694,928,991,874,443,875,612,4474,11192,9681,604,2547,2083,696,786,700,358,641,487,2939,7483,6905,70.47841307,76.28032345,77.3199703,75,79.31382442,80.09153318,80.81264108,73.25714286,79.5751634,65.69065713,66.86025733,71.32527631,85210.52181,10496,7699,8553,5996,81.48818598,77.88024419,46.65390886,55140,26727,CA
